2026-09-18 10:37:00 [16c38d6b] INFO     api — GET /api/health status=200 latency=4ms
2026-09-18 10:55:41 [-] INFO     session_store — Session created: test-his
2026-09-18 10:55:41 [-] INFO     session_store — Session test-his: cleared
2026-09-18 10:55:41 [-] INFO     session_store — Session created: test-his
2026-09-18 10:55:41 [-] INFO     session_store — Session test-his: cleared
2026-09-18 10:55:42 [-] INFO     session_store — Session created: test-his
2026-09-18 10:55:42 [-] INFO     session_store — Session test-his: cleared
2026-09-18 10:55:42 [-] INFO     session_store — Session created: test-inf
2026-09-18 10:55:42 [-] INFO     session_store — Session test-inf: stored 'data.csv' shape=(3, 2)
2026-09-18 10:55:42 [-] INFO     session_store — Session test-inf: cleared
2026-09-18 10:55:43 [-] INFO     session_store — Session created: test-ext
2026-09-18 10:55:43 [-] INFO     session_store — Session test-ext: stored 'data.csv' shape=(3, 2)
2026-09-18 10:55:43 [-] INFO     session_store — Session test-ext: cleared
2026-09-18 10:55:43 [-] INFO     session_store — Session created: cnt-a
2026-09-18 10:55:43 [-] INFO     session_store — Session cnt-a: stored 'a.csv' shape=(3, 2)
2026-09-18 10:55:43 [-] INFO     session_store — Session created: cnt-b
2026-09-18 10:55:43 [-] INFO     session_store — Session cnt-b: stored 'b.csv' shape=(3, 2)
2026-09-18 10:55:43 [-] INFO     session_store — Session cnt-a: cleared
2026-09-18 10:55:43 [-] INFO     session_store — Session cnt-b: cleared
2026-09-18 10:56:21 [543eeadd] INFO     api — GET /api/health status=200 latency=3ms
2026-09-18 10:56:21 [-] INFO     httpx2 — HTTP Request: GET http://testserver/api/health "HTTP/1.1 200 OK"
2026-09-18 10:56:21 [b0dd1295] INFO     core.data_quality — Profiled 'employees.csv': 3 rows, 4 cols, 0 dups, 0 nulls, 0 warnings
2026-09-18 10:56:21 [b0dd1295] INFO     session_store — Session created: 52e1d314
2026-09-18 10:56:21 [b0dd1295] INFO     session_store — Session 52e1d314: stored 'employees.csv' shape=(3, 4)
2026-09-18 10:56:21 [b0dd1295] INFO     api — Session 52e1d314: stored 'employees.csv' (3, 4)
2026-09-18 10:56:21 [b0dd1295] INFO     api — POST /api/upload status=200 latency=14ms
2026-09-18 10:56:21 [-] INFO     httpx2 — HTTP Request: POST http://testserver/api/upload "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [6109073e] INFO     api — POST /api/upload status=400 latency=1ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: POST http://testserver/api/upload "HTTP/1.1 400 Bad Request"
2026-09-18 10:56:22 [6d89ba21] INFO     api — POST /api/upload status=400 latency=1ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: POST http://testserver/api/upload "HTTP/1.1 400 Bad Request"
2026-09-18 10:56:22 [c86aa704] INFO     api — GET /api/files status=200 latency=1ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: GET http://testserver/api/files?session_id=8e550caf-8bac-44e0-a8c5-72fd1d259655 "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [9e37ff2b] INFO     core.data_quality — Profiled 'emp.csv': 3 rows, 4 cols, 0 dups, 0 nulls, 0 warnings
2026-09-18 10:56:22 [9e37ff2b] INFO     session_store — Session created: 087beb8b
2026-09-18 10:56:22 [9e37ff2b] INFO     session_store — Session 087beb8b: stored 'emp.csv' shape=(3, 4)
2026-09-18 10:56:22 [9e37ff2b] INFO     api — Session 087beb8b: stored 'emp.csv' (3, 4)
2026-09-18 10:56:22 [9e37ff2b] INFO     api — POST /api/upload status=200 latency=15ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: POST http://testserver/api/upload "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [9d9a9892] INFO     api — GET /api/files status=200 latency=1ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: GET http://testserver/api/files?session_id=087beb8b-cf1e-4d9d-a9fa-e2adb84e1347 "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [290a9cd7] INFO     core.data_quality — Profiled 'emp.csv': 3 rows, 4 cols, 0 dups, 0 nulls, 0 warnings
2026-09-18 10:56:22 [290a9cd7] INFO     session_store — Session created: d226aa4b
2026-09-18 10:56:22 [290a9cd7] INFO     session_store — Session d226aa4b: stored 'emp.csv' shape=(3, 4)
2026-09-18 10:56:22 [290a9cd7] INFO     api — Session d226aa4b: stored 'emp.csv' (3, 4)
2026-09-18 10:56:22 [290a9cd7] INFO     api — POST /api/upload status=200 latency=13ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: POST http://testserver/api/upload "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [f7f418dd] INFO     session_store — Session d226aa4b: cleared
2026-09-18 10:56:22 [f7f418dd] INFO     api — Session d226aa4b: cleared
2026-09-18 10:56:22 [f7f418dd] INFO     api — DELETE /api/clear status=200 latency=1ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: DELETE http://testserver/api/clear?session_id=d226aa4b-caeb-4a32-bab3-d97f9d5d8654 "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [d60cb3e8] INFO     api — GET /api/files status=200 latency=0ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: GET http://testserver/api/files?session_id=d226aa4b-caeb-4a32-bab3-d97f9d5d8654 "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [8dfb2b38] INFO     core.data_quality — Profiled 'emp.csv': 3 rows, 4 cols, 0 dups, 0 nulls, 0 warnings
2026-09-18 10:56:22 [8dfb2b38] INFO     session_store — Session created: 9d3e6437
2026-09-18 10:56:22 [8dfb2b38] INFO     session_store — Session 9d3e6437: stored 'emp.csv' shape=(3, 4)
2026-09-18 10:56:22 [8dfb2b38] INFO     api — Session 9d3e6437: stored 'emp.csv' (3, 4)
2026-09-18 10:56:22 [8dfb2b38] INFO     api — POST /api/upload status=200 latency=14ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: POST http://testserver/api/upload "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [caa87d58] INFO     api — Session 9d3e6437: removed 'emp.csv'
2026-09-18 10:56:22 [caa87d58] INFO     api — DELETE /api/file status=200 latency=1ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: DELETE http://testserver/api/file?session_id=9d3e6437-51d9-4b33-8fb8-cd486b2a03ea&filename=emp.csv "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [ce79060e] INFO     api — POST /api/query status=400 latency=668ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: POST http://testserver/api/query "HTTP/1.1 400 Bad Request"
2026-09-18 10:56:22 [c84660e4] INFO     core.data_quality — Profiled 'emp.csv': 3 rows, 4 cols, 0 dups, 0 nulls, 0 warnings
2026-09-18 10:56:22 [c84660e4] INFO     session_store — Session created: ede9f172
2026-09-18 10:56:22 [c84660e4] INFO     session_store — Session ede9f172: stored 'emp.csv' shape=(3, 4)
2026-09-18 10:56:22 [c84660e4] INFO     api — Session ede9f172: stored 'emp.csv' (3, 4)
2026-09-18 10:56:22 [c84660e4] INFO     api — POST /api/upload status=200 latency=13ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: POST http://testserver/api/upload "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [fa892abf] INFO     api — POST /api/query status=400 latency=0ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: POST http://testserver/api/query "HTTP/1.1 400 Bad Request"
2026-09-18 10:56:22 [9331157f] INFO     core.data_quality — Profiled 'emp.csv': 3 rows, 4 cols, 0 dups, 0 nulls, 0 warnings
2026-09-18 10:56:22 [9331157f] INFO     session_store — Session created: 867c7dd7
2026-09-18 10:56:22 [9331157f] INFO     session_store — Session 867c7dd7: stored 'emp.csv' shape=(3, 4)
2026-09-18 10:56:22 [9331157f] INFO     api — Session 867c7dd7: stored 'emp.csv' (3, 4)
2026-09-18 10:56:22 [9331157f] INFO     api — POST /api/upload status=200 latency=11ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: POST http://testserver/api/upload "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [6db3f042] INFO     api — GET /api/session/info status=200 latency=3ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: GET http://testserver/api/session/info?session_id=867c7dd7-11b7-4fb7-81a5-21b20dd51b1b "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [4ad1ff26] INFO     api — POST /api/session/extend status=200 latency=0ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: POST http://testserver/api/session/extend?session_id=8e7f24b1-aec4-4093-ae97-3b53c607fd7c "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [-] INFO     session_store — Session created: 81417f17
2026-09-18 10:56:22 [e3128b73] INFO     api — Session 81417f17: history cleared
2026-09-18 10:56:22 [e3128b73] INFO     api — DELETE /api/history status=200 latency=1ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: DELETE http://testserver/api/history?session_id=81417f17-86fc-49e2-88cb-9fc3a867bd3a "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [-] INFO     session_store — Session created: 61102242
2026-09-18 10:56:22 [9626a2de] INFO     api — GET /api/history status=200 latency=1ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: GET http://testserver/api/history?session_id=61102242-d39e-46e3-bb0a-a91bdff4ef34 "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [97a0f145] INFO     api — GET /api/provenance status=200 latency=0ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: GET http://testserver/api/provenance?session_id=db3a2128-a825-4288-83b1-e5bb6cf73b83 "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [c870529c] INFO     api — GET /api/metrics status=200 latency=0ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: GET http://testserver/api/metrics "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [c778fab6] INFO     api — GET /api/prompts status=200 latency=1ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: GET http://testserver/api/prompts "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [fc21ea5f] INFO     api — GET /api/health status=200 latency=0ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: GET http://testserver/api/health "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [test-rid-123] INFO     api — GET /api/health status=200 latency=0ms
2026-09-18 10:56:22 [-] INFO     httpx2 — HTTP Request: GET http://testserver/api/health "HTTP/1.1 200 OK"
2026-09-18 10:56:22 [-] WARNING  core.code_validator — Code validation found 1 issue(s): ["Line 1: forbidden import 'os'"]
2026-09-18 10:56:22 [-] WARNING  core.code_validator — Code validation found 1 issue(s): ["Line 1: forbidden import 'subprocess'"]
2026-09-18 10:56:22 [-] WARNING  core.code_validator — Code validation found 1 issue(s): ["Line 1: forbidden import 'sys'"]
2026-09-18 10:56:22 [-] WARNING  core.code_validator — Code validation found 1 issue(s): ["Line 1: forbidden 'from os import …'"]
2026-09-18 10:56:22 [-] WARNING  core.code_validator — Code validation found 1 issue(s): ["Line 1: forbidden call 'open()'"]
2026-09-18 10:56:22 [-] WARNING  core.code_validator — Code validation found 1 issue(s): ["Line 1: forbidden call 'eval()'"]
2026-09-18 10:56:22 [-] WARNING  core.code_validator — Code validation found 1 issue(s): ["Line 1: forbidden call 'exec()'"]
2026-09-18 10:56:22 [-] WARNING  core.code_validator — Code validation found 1 issue(s): ["Line 1: forbidden call 'compile()'"]
2026-09-18 10:56:22 [-] WARNING  core.code_validator — Code validation found 2 issue(s): ["Line 1: suspicious dunder attribute access '.__subclasses__'", "Line 1: suspicious dunder attribute access '.__class__'"]
2026-09-18 10:56:22 [-] WARNING  core.code_validator — Code validation found 1 issue(s): ["Line 1: suspicious dunder name reference '__builtins__'"]
2026-09-18 10:56:22 [-] WARNING  core.code_validator — Code validation found 1 issue(s): ["Line 1: forbidden import 'os'"]
2026-09-18 10:56:23 [-] INFO     core.data_quality — Profiled 'test.csv': 5 rows, 4 cols, 0 dups, 2 nulls, 0 warnings
2026-09-18 10:56:23 [-] INFO     core.data_quality — Profiled 'test.csv': 5 rows, 4 cols, 0 dups, 2 nulls, 0 warnings
2026-09-18 10:56:23 [-] INFO     core.data_quality — Profiled 'dup.csv': 3 rows, 2 cols, 1 dups, 0 nulls, 1 warnings
2026-09-18 10:56:23 [-] INFO     core.data_quality — Profiled 'test.csv': 5 rows, 4 cols, 0 dups, 2 nulls, 0 warnings
2026-09-18 10:56:23 [-] INFO     core.data_quality — Profiled 'test.csv': 5 rows, 4 cols, 0 dups, 2 nulls, 0 warnings
2026-09-18 10:56:23 [-] INFO     core.data_quality — Profiled 'outlier.csv': 9 rows, 1 cols, 5 dups, 0 nulls, 2 warnings
2026-09-18 10:56:23 [-] INFO     core.data_quality — Profiled 'nulls.csv': 100 rows, 1 cols, 98 dups, 80 nulls, 3 warnings
2026-09-18 10:56:23 [-] WARNING  core.sandbox — Sandbox execution error: name 'open' is not defined
2026-09-18 10:56:23 [-] WARNING  core.sandbox — Sandbox execution error: Import of module 'os' is not allowed in this sandbox.
2026-09-18 10:56:23 [-] WARNING  core.sandbox — Sandbox execution error: name 'eval' is not defined
2026-09-18 10:56:23 [-] WARNING  core.sandbox — Sandbox execution error: name 'exec' is not defined
2026-09-18 10:56:25 [-] WARNING  core.sandbox — Code execution timed out after 2s
2026-09-18 10:56:26 [-] INFO     session_store — Session created: test-set
2026-09-18 10:56:26 [-] INFO     session_store — Session test-set: stored 'data.csv' shape=(3, 2)
2026-09-18 10:56:26 [-] INFO     session_store — Session test-set: cleared
2026-09-18 10:56:27 [-] INFO     session_store — Session created: test-rem
2026-09-18 10:56:27 [-] INFO     session_store — Session test-rem: stored 'a.csv' shape=(3, 2)
2026-09-18 10:56:27 [-] INFO     session_store — Session test-rem: stored 'b.csv' shape=(3, 2)
2026-09-18 10:56:27 [-] INFO     session_store — Session test-rem: cleared
2026-09-18 10:56:27 [-] INFO     session_store — Session created: test-cle
2026-09-18 10:56:27 [-] INFO     session_store — Session test-cle: stored 'data.csv' shape=(3, 2)
2026-09-18 10:56:27 [-] INFO     session_store — Session test-cle: cleared
2026-09-18 10:56:27 [-] INFO     session_store — Session created: test-lis
2026-09-18 10:56:27 [-] INFO     session_store — Session test-lis: stored 'data.csv' shape=(3, 2)
2026-09-18 10:56:27 [-] INFO     session_store — Session test-lis: cleared
2026-09-18 10:56:27 [-] INFO     session_store — Session created: test-qua
2026-09-18 10:56:27 [-] INFO     session_store — Session test-qua: stored 'data.csv' shape=(3, 2)
2026-09-18 10:56:27 [-] INFO     session_store — Session test-qua: cleared
2026-09-18 10:56:28 [-] INFO     session_store — Session created: test-qua
2026-09-18 10:56:28 [-] INFO     session_store — Session test-qua: stored 'data.csv' shape=(3, 2)
2026-09-18 10:56:28 [-] INFO     session_store — Session test-qua: cleared
2026-09-18 10:56:28 [-] INFO     session_store — Session created: test-his
2026-09-18 10:56:28 [-] INFO     session_store — Session test-his: cleared
2026-09-18 10:56:28 [-] INFO     session_store — Session created: test-his
2026-09-18 10:56:28 [-] INFO     session_store — Session test-his: cleared
2026-09-18 10:56:29 [-] INFO     session_store — Session created: test-his
2026-09-18 10:56:29 [-] INFO     session_store — Session test-his: cleared
2026-09-18 10:56:29 [-] INFO     session_store — Session created: test-inf
2026-09-18 10:56:29 [-] INFO     session_store — Session test-inf: stored 'data.csv' shape=(3, 2)
2026-09-18 10:56:29 [-] INFO     session_store — Session test-inf: cleared
2026-09-18 10:56:30 [-] INFO     session_store — Session created: test-ext
2026-09-18 10:56:30 [-] INFO     session_store — Session test-ext: stored 'data.csv' shape=(3, 2)
2026-09-18 10:56:30 [-] INFO     session_store — Session test-ext: cleared
2026-09-18 10:56:30 [-] INFO     session_store — Session created: cnt-a
2026-09-18 10:56:30 [-] INFO     session_store — Session cnt-a: stored 'a.csv' shape=(3, 2)
2026-09-18 10:56:30 [-] INFO     session_store — Session created: cnt-b
2026-09-18 10:56:30 [-] INFO     session_store — Session cnt-b: stored 'b.csv' shape=(3, 2)
2026-09-18 10:56:30 [-] INFO     session_store — Session cnt-a: cleared
2026-09-18 10:56:30 [-] INFO     session_store — Session cnt-b: cleared
